Pos,FirstName,Surname,Laps,Time/Retired,PTS,Country,Day,Month,Year,Event
5,Kimi,Räikkönen,52,+11.257s,10,Great Britain,30,Jun,2013,Race result
5,Nico,Rosberg,71,+39.048s,10,Brazil,24,nov.,2013,Race result
5,Mark,Webber,66,+47.963s,10,Spain,12,May,2013,Race result
5,Lewis,Hamilton,61,+53.159s,10,Singapore,22,Sep,2013,Race result
5,Mark,Webber,44,+33.845s,10,Belgium,25,aug.,2013,Race result
5,Fernando,Alonso,56,+29.592s,10,United States,17,nov.,2013,Race result
5,Fernando,Alonso,55,+67.181s,10,Abu Dhabi,3,nov.,2013,Race result
5,Nico,Hulkenberg,53,+10.355s,10,Italy,8,Sep,2013,Race result
5,Lewis,Hamilton,58,+45.561s,10,Australia,17,Mar,2013,Race result
5,Fernando,Alonso,70,+13.411s,10,Canada,10,Jun,2012,Race result
5,Felipe,Massa,44,+29.845s,10,Belgium,2,Sep,2012,Race result
5,Nico,Rosberg,57,+55.460s,10,Bahrain,22,Apr,2012,Race result
5,Fernando,Alonso,58,+21.565s,10,Australia,18,Mar,2012,Race result
5,Nico,Rosberg,59,+34.784s,10,Singapore,23,Sep,2012,Race result
5,Kimi,Räikkönen,56,+29.456s,10,Malaysia,25,Mar,2012,Race result
5,Jenson,Button,56,+56.432s,10,United States,18,nov.,2012,Race result
5,Lewis,Hamilton,53,+46.490s,10,Japan,7,Oct,2012,Race result
5,Kimi,Räikkönen,52,+10.314s,10,Great Britain,8,Jul,2012,Race result
5,Sebastian,Vettel,67,+23.732s,10,Germany,22,Jul,2012,Race result
5,Lewis,Hamilton,78,+4.101s,10,Monaco,27,May,2012,Race result
5,Fernando,Alonso,69,+26.653s,10,Hungary,29,Jul,2012,Race result
5,Kamui,Kobayashi,66,+64.641s,10,Spain,13,May,2012,Race result
5,Pastor,Maldonado,55,+13.007s,10,Abu Dhabi,4,nov.,2012,Race result
5,Nico,Hulkenberg,71,+5.708s,10,Brazil,25,nov.,2012,Race result
5,Sebastian,Vettel,56,+30.483s,10,China,15,Apr,2012,Race result
5,Nico,Hulkenberg,57,+19.993s,10,Europe,24,Jun,2012,Race result
5,Jenson,Button,60,+26.266s,10,India,28,Oct,2012,Race result
5,Kimi,Räikkönen,55,+36.739s,10,South Korea,14,Oct,2012,Race result
5,Kimi,Räikkönen,53,+30.881s,10,Italy,9,Sep,2012,Race result
5,Felipe,Massa,44,+29.845s,10,Belgium,2,Sep,2012,Race result
5,Pastor,Maldonado,55,+13.007s,10,Abu Dhabi,4,nov.,2012,Race result
5,Sebastian,Vettel,67,+23.732s,10,Germany,22,Jul,2012,Race result
5,Fernando,Alonso,58,+21.565s,10,Australia,18,Mar,2012,Race result
5,Fernando,Alonso,69,+26.653s,10,Hungary,29,Jul,2012,Race result
5,Kimi,Räikkönen,53,+30.881s,10,Italy,9,Sep,2012,Race result
5,Lewis,Hamilton,53,+46.490s,10,Japan,7,Oct,2012,Race result
5,Jenson,Button,60,+26.266s,10,India,28,Oct,2012,Race result
5,Kimi,Räikkönen,55,+36.739s,10,South Korea,14,Oct,2012,Race result
5,Lewis,Hamilton,78,+4.101s,10,Monaco,27,May,2012,Race result
5,Kamui,Kobayashi,66,+64.641s,10,Spain,13,May,2012,Race result
5,Nico,Rosberg,59,+34.784s,10,Singapore,23,Sep,2012,Race result
5,Sebastian,Vettel,56,+30.483s,10,China,15,Apr,2012,Race result
5,Kimi,Räikkönen,52,+10.314s,10,Great Britain,8,Jul,2012,Race result
5,Nico,Rosberg,57,+55.460s,10,Bahrain,22,Apr,2012,Race result
5,Nico,Hulkenberg,57,+19.993s,10,Europe,24,Jun,2012,Race result
5,Kimi,Räikkönen,56,+29.456s,10,Malaysia,25,Mar,2012,Race result
5,Fernando,Alonso,70,+13.411s,10,Canada,10,Jun,2012,Race result
5,Jenson,Button,56,+56.432s,10,United States,18,nov.,2012,Race result
5,Nico,Hulkenberg,71,+5.708s,10,Brazil,25,nov.,2012,Race result
5,Jenson,Button,66,+63.728s,10,Spain,9,May,2010,Race result
5,Vitaly,Petrov,70,+73.192s,10,Hungary,1,aug.,2010,Race result
5,Robert,Kubica,57,+27.122s,10,Europe,27,Jun,2010,Race result
5,Robert,Kubica,56,+22.213s,10,China,18,Apr,2010,Race result
5,Mark,Webber,70,+39.291s,10,Canada,13,Jun,2010,Race result
5,Nico,Rosberg,53,+29.942s,10,Italy,12,Sep,2010,Race result
5,Rubens,Barrichello,52,+31.456s,10,Great Britain,11,Jul,2010,Race result
5,Adrian,Sutil,44,+9.094s,10,Belgium,29,aug.,2010,Race result
5,Adrian,Sutil,56,+21.059s,10,Malaysia,4,Apr,2010,Race result
5,Nico,Rosberg,61,+49.394s,10,Singapore,26,Sep,2010,Race result
5,Nico,Rosberg,49,+40.213s,10,Bahrain,14,Mar,2010,Race result
5,Jenson,Button,71,+15.593s,10,Brazil,7,nov.,2010,Race result
5,Jenson,Button,67,+29.482s,10,Germany,25,Jul,2010,Race result
5,Robert,Kubica,55,+47.734s,10,South Korea,24,Oct,2010,Race result
5,Lewis,Hamilton,53,+39.595s,10,Japan,10,Oct,2010,Race result
5,Robert,Kubica,55,+39.026s,10,Abu Dhabi,14,nov.,2010,Race result
5,Nico,Rosberg,58,+16.683s,10,Australia,28,Mar,2010,Race result
5,Nico,Rosberg,58,+32.266s,10,Turkey,30,May,2010,Race result
5,Lewis,Hamilton,78,+4.363s,10,Monaco,16,May,2010,Race result
5,Fernando,Alonso,58,+4.879s,4,Australia,29,Mar,2009,Race result
5,Fernando,Alonso,53,+59.182s,4,Italy,13,Sep,2009,Race result
5,Nick,Heidfeld,55,+26.253s,4,Abu Dhabi,1,nov.,2009,Race result
5,Rubens,Barrichello,31,+47.360s,2,Malaysia,5,Apr,2009,Race result
5,Nico,Rosberg,53,+8.793s,4,Japan,4,Oct,2009,Race result
5,Nick,Heidfeld,44,+11.276s,4,Belgium,30,aug.,2009,Race result
5,Heikki,Kovalainen,56,+65.102s,4,China,19,Apr,2009,Race result
5,Heikki,Kovalainen,70,+34.392s,4,Hungary,26,Jul,2009,Race result
5,Jenson,Button,60,+23.609s,4,Germany,12,Jul,2009,Race result
5,Rubens,Barrichello,57,+37.779s,4,Bahrain,26,Apr,2009,Race result
5,Nico,Rosberg,58,+31.539s,4,Turkey,7,Jun,2009,Race result
5,Nico,Rosberg,57,+20.870s,4,Europe,23,aug.,2009,Race result
5,Jenson,Button,61,+30.015s,4,Singapore,27,Sep,2009,Race result
5,Nico,Rosberg,60,+45.915s,4,Great Britain,21,Jun,2009,Race result
5,Jenson,Button,71,+29.005s,4,Brazil,18,Oct,2009,Race result
5,Fernando,Alonso,66,+43.166s,4,Spain,10,May,2009,Race result
5,Mark,Webber,78,+15.730s,4,Monaco,24,May,2009,Race result
5,Felipe,Massa,70,+43.934s,4,Canada,8,Jun,2008,Race result
5,Jarno,Trulli,67,+23.767s,4,Japan,12,Oct,2008,Race result
5,Sebastian,Vettel,76,+24.657s,4,Monaco,25,May,2008,Race result
5,Heikki,Kovalainen,59,+1 lap,4,Great Britain,6,Jul,2008,Race result
5,Lewis,Hamilton,70,+23.048s,4,Hungary,3,aug.,2008,Race result
5,Heikki,Kovalainen,57,+26.789s,4,Bahrain,6,Apr,2008,Race result
5,Robert,Kubica,70,+30.512s,4,France,22,Jun,2008,Race result
5,Mark,Webber,66,+35.938s,4,Spain,27,Apr,2008,Race result
5,Heikki,Kovalainen,67,+12.411s,4,Germany,20,Jul,2008,Race result
5,Nick,Heidfeld,53,+27.748s,4,Italy,14,Sep,2008,Race result
5,Heikki,Kovalainen,58,+18.014s,4,Australia,16,Mar,2008,Race result
5,Nick,Heidfeld,58,+38.741s,4,Turkey,11,May,2008,Race result
5,Nick,Heidfeld,56,+28.923s,4,China,19,Oct,2008,Race result
5,Sebastian,Vettel,61,+10.268s,4,Singapore,28,Sep,2008,Race result
5,Sebastian,Vettel,44,+14.576s,4,Belgium,7,Sep,2008,Race result
5,Lewis,Hamilton,56,+46.548s,4,Malaysia,23,Mar,2008,Race result
5,Jarno,Trulli,57,+50.684s,4,Europe,24,aug.,2008,Race result
5,Lewis,Hamilton,71,+38.907s,4,Brazil,2,nov.,2008,Race result
5,Robert,Kubica,71,+70.957s,4,Brazil,21,Oct,2007,Race result
5,Jenson,Button,56,+68.666s,4,China,7,Oct,2007,Race result
5,Robert,Kubica,70,+47.616s,4,Hungary,5,aug.,2007,Race result
5,Robert,Kubica,53,+60.558s,4,Italy,9,Sep,2007,Race result
5,Nick,Heidfeld,44,+51.879s,4,Belgium,16,Sep,2007,Race result
5,Giancarlo,Fisichella,58,+66.469s,4,Australia,18,Mar,2007,Race result
5,David,Coulthard,65,+58.331s,4,Spain,13,May,2007,Race result
5,Felipe,Massa,59,+54.063s,4,Great Britain,8,Jul,2007,Race result
5,Fernando,Alonso,57,+14.426s,4,Bahrain,15,Apr,2007,Race result
5,Lewis,Hamilton,58,+45.085s,4,Turkey,26,aug.,2007,Race result
5,David,Coulthard,60,+73.656s,4,Europe,22,Jul,2007,Race result
5,Robert,Kubica,77,+1 lap,4,Monaco,27,May,2007,Race result
5,Giancarlo,Fisichella,67,+38.864s,4,Japan,30,Sep,2007,Race result
5,Nick,Heidfeld,70,+48.801s,4,France,1,Jul,2007,Race result
5,Heikki,Kovalainen,73,+41.402s,4,United States,17,Jun,2007,Race result
5,Felipe,Massa,56,+36.705s,4,Malaysia,8,Apr,2007,Race result
5,Kimi,Räikkönen,70,+13.007s,4,Canada,10,Jun,2007,Race result
5,Pedro,de la Rosa,56,+77.137s,4,China,1,Oct,2006,Race result
5,Kimi,Räikkönen,62,+17.524s,4,San Marino,23,Apr,2006,Race result
5,Michael,Schumacher,78,+53.830s,4,Monaco,28,May,2006,Race result
5,Kimi,Räikkönen,53,+43.596s,4,Japan,8,Oct,2006,Race result
5,Kimi,Räikkönen,66,+56.875s,4,Spain,14,May,2006,Race result
5,Rubens,Barrichello,60,+72.586s,4,Europe,7,May,2006,Race result
5,Giancarlo,Fisichella,57,+38.421s,4,Australia,2,Apr,2006,Race result
5,Kimi,Räikkönen,71,+28.503s,4,Brazil,22,Oct,2006,Race result
5,Pedro,de la Rosa,58,+45.908s,4,Turkey,27,aug.,2006,Race result
5,Fernando,Alonso,73,+28.410s,4,United States,2,Jul,2006,Race result
5,Felipe,Massa,56,+43.254s,4,Malaysia,19,Mar,2006,Race result
5,Felipe,Massa,70,+25.172s,4,Canada,25,Jun,2006,Race result
5,David,Coulthard,69,+1 lap,4,Hungary,6,aug.,2006,Race result
5,Juan Pablo,Montoya,57,+37.048s,4,Bahrain,12,Mar,2006,Race result
5,Fernando,Alonso,67,+23.707s,4,Germany,30,Jul,2006,Race result
5,Kimi,Räikkönen,70,+33.006s,4,France,16,Jul,2006,Race result
5,Jenson,Button,53,+32.685s,4,Italy,10,Sep,2006,Race result
5,Felipe,Massa,60,+31.559s,4,Great Britain,11,Jun,2006,Race result
4,Charles,Leclerc,51,+3.828s,12,Azerbaijan,6,Jun,2021,Race result
4,Charles,Leclerc,53,+7.309s,12,Italy,12,Sep,2021,Race result
4,Lando,Norris,56,+46.466s,12,Bahrain,28,Mar,2021,Race result
4,Daniel,Ricciardo,1,+4.496s,6,Belgium,29,aug.,2021,Race result
4,Sergio,Perez,71,+47.434s,12,Styria,27,Jun,2021,Race result
4,Charles,Leclerc,56,+52.246s,12,United States,24,Oct,2021,Race result
4,Fernando,Alonso,70,+15.651s,12,Hungary,1,aug.,2021,Race result
4,Sergio,Perez,66,+39.735s,12,Portugal,2,May,2021,Race result
4,Charles,Leclerc,63,+25.579s,12,Emilia Romagna,18,Apr,2021,Race result
4,Lando,Norris,52,+28.573s,12,Great Britain,18,Jul,2021,Race result
4,Charles,Leclerc,58,+37.814s,12,Turkey,10,Oct,2021,Race result
4,Charles,Leclerc,66,+54.616s,12,Spain,9,May,2021,Race result
4,Daniel,Ricciardo,53,+65.607s,12,Russia,26,Sep,2021,Race result
4,Sergio,Perez,78,+20.490s,12,Monaco,23,May,2021,Race result
4,Pierre,Gasly,71,+1 lap,12,Netherlands,5,Sep,2021,Race result
4,Lewis,Hamilton,71,+46.452s,12,Austria,4,Jul,2021,Race result
4,Valtteri,Bottas,53,+14.618s,12,France,20,Jun,2021,Race result
4,Daniel,Ricciardo,59,+10.417s,12,Tuscany,13,Sep,2020,Race result
4,Daniel,Ricciardo,44,+18.877s,13,Belgium,30,aug.,2020,Race result
4,Charles,Leclerc,66,+65.312s,12,Portugal,25,Oct,2020,Race result
4,Lance,Stroll,65,+1 lap,12,Spain,16,aug.,2020,Race result
4,Alexander,Albon,55,+19.987s,12,Abu Dhabi,13,dec.,2020,Race result
4,Daniil,Kvyat,63,+15.141s,12,Emilia Romagna,1,nov.,2020,Race result
4,Lewis,Hamilton,71,+5.689s,12,Austria,5,Jul,2020,Race result
4,Sergio,Perez,53,+30.558s,12,Russia,27,Sep,2020,Race result
4,Carlos,Sainz,87,+12.580s,12,Sakhir,6,dec.,2020,Race result
4,Lance,Stroll,70,+57.579s,12,Hungary,19,Jul,2020,Race result
4,Lando,Norris,53,+6.000s,12,Italy,6,Sep,2020,Race result
4,Sergio,Perez,60,+16.070s,12,Eifel,11,Oct,2020,Race result
4,Charles,Leclerc,58,+33.858s,12,Turkey,15,nov.,2020,Race result
4,Lando,Norris,57,+11.337s,12,Bahrain,29,nov.,2020,Race result
4,Charles,Leclerc,52,+29.289s,12,70th Anniversary,9,aug.,2020,Race result
4,Alexander,Albon,71,+44.400s,12,Styria,12,Jul,2020,Race result
4,Daniel,Ricciardo,52,+19.650s,12,Great Britain,2,aug.,2020,Race result
4,Max,Verstappen,57,+6.408s,12,Bahrain,31,Mar,2019,Race result
4,Valtteri,Bottas,70,+51.043s,13,Canada,9,Jun,2019,Race result
4,Lance,Stroll,64,+8.966s,12,Germany,28,Jul,2019,Race result
4,Charles,Leclerc,70,+65.250s,12,Hungary,4,aug.,2019,Race result
4,Alexander,Albon,52,+59.537s,12,Japan,13,Oct,2019,Race result
4,Daniel,Ricciardo,53,+45.515s,12,Italy,8,Sep,2019,Race result
4,Sebastian,Vettel,71,+19.610s,12,Austria,30,Jun,2019,Race result
4,Charles,Leclerc,71,+6.368s,13,Mexico,27,Oct,2019,Race result
4,Sebastian,Vettel,66,+9.167s,12,Spain,12,May,2019,Race result
4,Pierre,Gasly,52,+34.692s,12,Great Britain,14,Jul,2019,Race result
4,Kimi,Räikkönen,71,+9.452s,12,Brazil,17,nov.,2019,Race result
4,Max,Verstappen,53,+34.905s,12,France,23,Jun,2019,Race result
4,Sebastian,Vettel,58,+57.109s,12,Australia,17,Mar,2019,Race result
4,Max,Verstappen,53,+14.210s,12,Russia,29,Sep,2019,Race result
4,Valtteri,Bottas,55,+44.379s,12,Abu Dhabi,1,dec.,2019,Race result
4,Charles,Leclerc,56,+52.239s,13,United States,3,nov.,2019,Race result
4,Sebastian,Vettel,44,+26.422s,13,Belgium,1,Sep,2019,Race result
4,Max,Verstappen,51,+17.493s,12,Azerbaijan,28,Apr,2019,Race result
4,Max,Verstappen,56,+27.627s,12,China,14,Apr,2019,Race result
4,Lewis,Hamilton,61,+4.608s,12,Singapore,22,Sep,2019,Race result
4,Max,Verstappen,78,+5.537s,12,Monaco,26,May,2019,Race result
4,Max,Verstappen,67,+7.654s,12,Germany,22,Jul,2018,Race result
4,Valtteri,Bottas,44,+68.605s,12,Belgium,26,aug.,2018,Race result
4,Sebastian,Vettel,56,+18.222s,12,United States,21,Oct,2018,Race result
4,Daniel,Ricciardo,70,+46.419s,12,Hungary,29,Jul,2018,Race result
4,Daniel,Ricciardo,53,+34.736s,12,France,24,Jun,2018,Race result
4,Sebastian,Vettel,51,+5.329s,12,Azerbaijan,29,Apr,2018,Race result
4,Kimi,Räikkönen,78,+18.127s,12,Monaco,27,May,2018,Race result
4,Sebastian,Vettel,66,+27.584s,12,Spain,13,May,2018,Race result
4,Valtteri,Bottas,61,+51.930s,12,Singapore,16,Sep,2018,Race result
4,Kimi,Räikkönen,53,+16.543s,12,Russia,30,Sep,2018,Race result
4,Lewis,Hamilton,56,+16.985s,12,China,15,Apr,2018,Race result
4,Daniel,Ricciardo,71,+5.193s,12,Brazil,11,nov.,2018,Race result
4,Romain,Grosjean,70,+1 lap,12,Austria,1,Jul,2018,Race result
4,Daniel,Ricciardo,58,+7.069s,12,Australia,25,Mar,2018,Race result
4,Daniel,Ricciardo,53,+19.495s,12,Japan,7,Oct,2018,Race result
4,Pierre,Gasly,57,+62.234s,12,Bahrain,8,Apr,2018,Race result
4,Sebastian,Vettel,53,+16.151s,12,Italy,2,Sep,2018,Race result
4,Lewis,Hamilton,71,+78.738s,12,Mexico,28,Oct,2018,Race result
4,Daniel,Ricciardo,68,+20.892s,12,Canada,10,Jun,2018,Race result
4,Valtteri,Bottas,52,+8.883s,12,Great Britain,8,Jul,2018,Race result
4,Daniel,Ricciardo,55,+15.379s,12,Abu Dhabi,25,nov.,2018,Race result
4,Lewis,Hamilton,70,+12.885s,12,Hungary,30,Jul,2017,Race result
4,Valtteri,Bottas,78,+5.517s,12,Monaco,28,May,2017,Race result
4,Daniel,Ricciardo,53,+40.335s,12,Italy,3,Sep,2017,Race result
4,Max,Verstappen,56,+16.768s,12,United States,22,Oct,2017,Race result
4,Kimi,Räikkönen,44,+14.471s,12,Belgium,27,aug.,2017,Race result
4,Lewis,Hamilton,71,+5.468s,12,Brazil,12,nov.,2017,Race result
4,Sebastian,Vettel,56,+37.362s,12,Malaysia,1,Oct,2017,Race result
4,Sebastian,Vettel,71,+70.078s,12,Mexico,29,Oct,2017,Race result
4,Carlos,Sainz,58,+22.822s,12,Singapore,17,Sep,2017,Race result
4,Lewis,Hamilton,52,+36.320s,12,Russia,30,Apr,2017,Race result
4,Lewis,Hamilton,71,+7.430s,12,Austria,9,Jul,2017,Race result
4,Valtteri,Bottas,53,+10.580s,12,Japan,8,Oct,2017,Race result
4,Sebastian,Vettel,51,+5.976s,12,Azerbaijan,25,Jun,2017,Race result
4,Kimi,Räikkönen,55,+45.386s,12,Abu Dhabi,26,nov.,2017,Race result
4,Kimi,Räikkönen,57,+22.393s,12,Australia,26,Mar,2017,Race result
4,Daniel,Ricciardo,56,+46.035s,12,China,9,Apr,2017,Race result
4,Kimi,Räikkönen,57,+22.475s,12,Bahrain,16,Apr,2017,Race result
4,Max,Verstappen,51,+52.125s,12,Great Britain,16,Jul,2017,Race result
4,Sebastian,Vettel,70,+35.907s,12,Canada,11,Jun,2017,Race result
4,Sergio,Perez,65,+1 lap,12,Spain,14,May,2017,Race result
4,Daniel,Ricciardo,57,+62.494s,12,Bahrain,3,Apr,2016,Race result
4,Max,Verstappen,71,+21.323s,12,Mexico,30,Oct,2016,Race result
4,Sebastian,Vettel,56,+43.134s,12,United States,23,Oct,2016,Race result
4,Sergio,Perez,71,+25.346s,12,Brazil,13,nov.,2016,Race result
4,Nico,Rosberg,67,+15.845s,12,Germany,31,Jul,2016,Race result
4,Kimi,Räikkönen,56,+28.785s,12,Malaysia,2,Oct,2016,Race result
4,Nico,Rosberg,71,+26.710s,12,Austria,3,Jul,2016,Race result
4,Daniel,Ricciardo,66,+43.950s,12,Spain,15,May,2016,Race result
4,Sebastian,Vettel,70,+28.213s,12,Hungary,24,Jul,2016,Race result
4,Kimi,Räikkönen,51,+33.102s,12,Europe,19,Jun,2016,Race result
4,Kimi,Räikkönen,61,+10.219s,12,Singapore,18,Sep,2016,Race result
4,Kimi,Räikkönen,53,+27.561s,12,Italy,4,Sep,2016,Race result
4,Sebastian,Vettel,78,+15.846s,12,Monaco,29,May,2016,Race result
4,Nico,Hulkenberg,44,+35.907s,12,Belgium,28,aug.,2016,Race result
4,Max,Verstappen,70,+53.020s,12,Canada,12,Jun,2016,Race result
4,Daniel,Ricciardo,57,+24.330s,12,Australia,20,Mar,2016,Race result
4,Sebastian,Vettel,53,+20.269s,12,Japan,9,Oct,2016,Race result
4,Max,Verstappen,55,+1.685s,12,Abu Dhabi,27,nov.,2016,Race result
4,Daniel,Ricciardo,52,+26.211s,12,Great Britain,10,Jul,2016,Race result
4,Daniel,Ricciardo,56,+52.688s,12,China,17,Apr,2016,Race result
4,Valtteri,Bottas,53,+50.217s,12,Russia,1,May,2016,Race result
4,Max,Verstappen,56,+22.359s,12,United States,25,Oct,2015,Race result
4,Valtteri,Bottas,53,+47.996s,12,Italy,6,Sep,2015,Race result
4,Nico,Rosberg,61,+24.720s,12,Singapore,20,Sep,2015,Race result
4,Felipe,Massa,52,+36.839s,12,Great Britain,5,Jul,2015,Race result
4,Kimi,Räikkönen,70,+45.625s,12,Canada,7,Jun,2015,Race result
4,Valtteri,Bottas,57,+42.957s,12,Bahrain,19,Apr,2015,Race result
4,Daniil,Kvyat,71,+16.572s,12,Mexico,1,nov.,2015,Race result
4,Felipe,Massa,53,+38.831s,12,Russia,11,Oct,2015,Race result
4,Felipe,Massa,58,+38.196s,12,Australia,15,Mar,2015,Race result
4,Sebastian,Vettel,55,+43.735s,12,Abu Dhabi,29,nov.,2015,Race result
4,Kimi,Räikkönen,56,+53.822s,12,Malaysia,29,Mar,2015,Race result
4,Sebastian,Vettel,71,+18.181s,12,Austria,21,Jun,2015,Race result
4,Kimi,Räikkönen,71,+47.543s,12,Brazil,15,nov.,2015,Race result
4,Kimi,Räikkönen,53,+33.768s,12,Japan,27,Sep,2015,Race result
4,Daniil,Kvyat,78,+11.965s,12,Monaco,24,May,2015,Race result
4,Valtteri,Bottas,66,+59.217s,12,Spain,10,May,2015,Race result
4,Max,Verstappen,69,+44.251s,12,Hungary,26,Jul,2015,Race result
4,Daniil,Kvyat,43,+45.692s,12,Belgium,23,aug.,2015,Race result
4,Kimi,Räikkönen,56,+3.835s,12,China,12,Apr,2015,Race result
4,Kimi,Räikkönen,44,+36.815s,12,Belgium,24,aug.,2014,Race result
4,Sebastian,Vettel,66,+76.702s,12,Spain,11,May,2014,Race result
4,Fernando,Alonso,78,+32.452s,12,Monaco,25,May,2014,Race result
4,Valtteri,Bottas,53,+40.786s,12,Italy,7,Sep,2014,Race result
4,Felipe,Massa,56,+26.924s,12,United States,2,nov.,2014,Race result
4,Jenson,Button,71,+48.658s,12,Brazil,9,nov.,2014,Race result
4,Fernando,Alonso,57,+35.284s,12,Australia,16,Mar,2014,Race result
4,Daniel,Ricciardo,57,+24.489s,12,Bahrain,6,Apr,2014,Race result
4,Sebastian,Vettel,67,+44.014s,12,Germany,20,Jul,2014,Race result
4,Daniel,Ricciardo,55,+37.237s,24,Abu Dhabi,23,nov.,2014,Race result
4,Daniel,Ricciardo,54,+27.136s,12,China,20,Apr,2014,Race result
4,Nico,Rosberg,70,+6.361s,12,Hungary,27,Jul,2014,Race result
4,Fernando,Alonso,56,+35.992s,12,Malaysia,30,Mar,2014,Race result
4,Jenson,Button,53,+30.234s,12,Russia,21,Oct,2014,Race result
4,Fernando,Alonso,60,+15.389s,12,Singapore,21,Sep,2014,Race result
4,Jenson,Button,70,+11.755s,12,Canada,8,Jun,2014,Race result
4,Daniel,Ricciardo,44,+38.818s,12,Japan,5,Oct,2014,Race result
4,Jenson,Button,52,+47.390s,12,Great Britain,6,Jul,2014,Race result
4,Felipe,Massa,71,+17.358s,12,Austria,22,Jun,2014,Race result
4,Nico,Hulkenberg,55,+24.114s,12,South Korea,6,Oct,2013,Race result
4,Nico,Rosberg,44,+29.872s,12,Belgium,25,aug.,2013,Race result
4,Felipe,Massa,60,+41.692s,12,India,27,Oct,2013,Race result
4,Mark,Webber,70,+25.731s,12,Canada,9,Jun,2013,Race result
4,Fernando,Alonso,60,+7.721s,12,Germany,7,Jul,2013,Race result
4,Lewis,Hamilton,78,+13.894s,12,Monaco,26,May,2013,Race result
4,Sebastian,Vettel,66,+38.273s,12,Spain,12,May,2013,Race result
4,Fernando,Alonso,53,+45.605s,12,Japan,13,Oct,2013,Race result
4,Felipe,Massa,58,+33.577s,12,Australia,17,Mar,2013,Race result
4,Sebastian,Vettel,56,+12.525s,12,China,14,Apr,2013,Race result
4,Jenson,Button,71,+37.360s,12,Brazil,24,nov.,2013,Race result
4,Lewis,Hamilton,56,+27.358s,12,United States,17,nov.,2013,Race result
4,Nico,Rosberg,61,+51.155s,12,Singapore,22,Sep,2013,Race result
4,Romain,Grosjean,55,+34.802s,12,Abu Dhabi,3,nov.,2013,Race result
4,Nico,Rosberg,56,+12.640s,12,Malaysia,24,Mar,2013,Race result
4,Felipe,Massa,53,+9.361s,12,Italy,8,Sep,2013,Race result
4,Paul,di Resta,57,+21.727s,12,Bahrain,21,Apr,2013,Race result
4,Mark,Webber,70,+18.044s,12,Hungary,28,Jul,2013,Race result
4,Lewis,Hamilton,52,+7.756s,12,Great Britain,30,Jun,2013,Race result
4,Felipe,Massa,55,+20.168s,12,South Korea,14,Oct,2012,Race result
4,Felipe,Massa,53,+29.667s,12,Italy,9,Sep,2012,Race result
4,Mark,Webber,58,+4.547s,12,Australia,18,Mar,2012,Race result
4,Jenson,Button,55,+7.787s,12,Abu Dhabi,4,nov.,2012,Race result
4,Paul,di Resta,59,+19.063s,12,Singapore,23,Sep,2012,Race result
4,Sebastian,Vettel,70,+7.295s,12,Canada,10,Jun,2012,Race result
4,Mark,Webber,56,+17.688s,12,Malaysia,25,Mar,2012,Race result
4,Nico,Hulkenberg,44,+27.843s,12,Belgium,2,Sep,2012,Race result
4,Felipe,Massa,52,+9.519s,12,Great Britain,8,Jul,2012,Race result
4,Jenson,Button,53,+25.098s,12,Japan,7,Oct,2012,Race result
4,Mark,Webber,57,+38.788s,12,Bahrain,22,Apr,2012,Race result
4,Mark,Webber,57,+13.628s,12,Europe,24,Jun,2012,Race result
4,Romain,Grosjean,66,+14.799s,12,Spain,13,May,2012,Race result
4,Kamui,Kobayashi,67,+21.925s,12,Germany,22,Jul,2012,Race result
4,Lewis,Hamilton,60,+13.909s,12,India,28,Oct,2012,Race result
4,Mark,Webber,56,+27.924s,12,China,15,Apr,2012,Race result
4,Felipe,Massa,56,+46.013s,12,United States,18,nov.,2012,Race result
4,Sebastian,Vettel,69,+11.614s,12,Hungary,29,Jul,2012,Race result
4,Sebastian,Vettel,78,+1.343s,12,Monaco,27,May,2012,Race result
4,Mark,Webber,71,+4.936s,12,Brazil,25,nov.,2012,Race result
4,Felipe,Massa,55,+20.168s,12,South Korea,14,Oct,2012,Race result
4,Jenson,Button,55,+7.787s,12,Abu Dhabi,4,nov.,2012,Race result
4,Sebastian,Vettel,78,+1.343s,12,Monaco,27,May,2012,Race result
4,Mark,Webber,57,+38.788s,12,Bahrain,22,Apr,2012,Race result
4,Mark,Webber,71,+4.936s,12,Brazil,25,nov.,2012,Race result
4,Mark,Webber,56,+27.924s,12,China,15,Apr,2012,Race result
4,Sebastian,Vettel,69,+11.614s,12,Hungary,29,Jul,2012,Race result
4,Mark,Webber,57,+13.628s,12,Europe,24,Jun,2012,Race result
4,Sebastian,Vettel,70,+7.295s,12,Canada,10,Jun,2012,Race result
4,Felipe,Massa,53,+29.667s,12,Italy,9,Sep,2012,Race result
4,Felipe,Massa,56,+46.013s,12,United States,18,nov.,2012,Race result
4,Felipe,Massa,52,+9.519s,12,Great Britain,8,Jul,2012,Race result
4,Mark,Webber,56,+17.688s,12,Malaysia,25,Mar,2012,Race result
4,Nico,Hulkenberg,44,+27.843s,12,Belgium,2,Sep,2012,Race result
4,Romain,Grosjean,66,+14.799s,12,Spain,13,May,2012,Race result
4,Mark,Webber,58,+4.547s,12,Australia,18,Mar,2012,Race result
4,Lewis,Hamilton,60,+13.909s,12,India,28,Oct,2012,Race result
4,Jenson,Button,53,+25.098s,12,Japan,7,Oct,2012,Race result
